Employee_Id,Department,Region,Education,Gender,Recruitment_Channel,No_Of_Trainings,Age,Previous_Year_Rating,Length_Of_Service,Awards_Won,Avg_Training_Score,Performance_Rating_Category
17366,Procurement,Region_2,Masters & Above,Male,Other,1,55,2,4,No,65,Poor
3533,R&D,Region_13,Bachelors,Male,Other,1,30,5,5,No,83,Excellent
58841,Sales & Marketing,Region_19,Bachelors,Male,Other,2,32,3,5,No,52,Average
54629,Technology,Region_2,Masters & Above,Male,Other,4,59,4,18,No,79,Excellent
54508,Technology,Region_26,Bachelors,Female,Other,1,26,1,4,No,82,Poor
20730,Operations,Region_19,Bachelors,Female,Sourcing,1,43,5,12,No,60,Excellent
35209,Analytics,Region_28,Masters & Above,Male,Sourcing,2,37,5,2,No,81,Excellent
72868,Sales & Marketing,Region_25,Bachelors,Male,Other,1,39,1,4,No,50,Poor
70404,Hr,Region_17,Bachelors,Female,Sourcing,1,34,5,9,No,48,Excellent
47336,Sales & Marketing,Region_13,Bachelors,Male,Sourcing,1,45,3,14,No,46,Average
4554,Technology,Region_16,Bachelors,Male,Sourcing,2,39,5,8,No,77,Excellent
29791,Sales & Marketing,Region_19,Bachelors,Male,Sourcing,1,36,1,2,No,48,Poor
10374,Technology,Region_7,Bachelors,Male,Sourcing,1,55,3,28,No,83,Average
21717,Sales & Marketing,Region_1,Bachelors,Male,Other,2,30,4,5,No,49,Excellent
14937,Procurement,Region_2,Bachelors,Male,Sourcing,1,55,2,5,No,86,Poor
46924,Procurement,Region_7,Masters & Above,Male,Sourcing,2,39,2,11,No,73,Poor
12814,Operations,Region_15,Masters & Above,Male,Referred,2,34,5,7,No,57,Excellent
19070,Legal,Region_23,Bachelors,Male,Sourcing,1,32,3,2,No,58,Average
9979,Technology,Region_2,Bachelors,Male,Other,2,54,3,27,No,78,Average
61328,Sales & Marketing,Region_2,Masters & Above,Male,Other,1,36,3,7,No,48,Average
63402,Analytics,Region_2,Bachelors,Male,Sourcing,1,39,3,4,No,88,Average
60308,Procurement,Region_17,Bachelors,Female,Other,1,36,2,10,No,67,Poor
24175,Technology,Region_7,Masters & Above,Male,Other,1,52,4,3,No,81,Excellent
14496,Analytics,Region_29,Bachelors,Male,Other,1,26,4,4,Yes,87,Excellent
48543,Operations,Region_7,Bachelors,Male,Other,1,26,3,2,No,60,Average
34591,Analytics,Region_2,Masters & Above,Male,Sourcing,2,45,5,3,No,85,Excellent
63844,Procurement,Region_15,Bachelors,Male,Sourcing,1,26,3,1,No,75,Average
51362,Analytics,Region_7,Masters & Above,Male,Other,3,44,3,10,No,86,Average
43876,Procurement,Region_5,Masters & Above,Male,Sourcing,1,35,3,6,No,70,Average
41869,Hr,Region_31,Masters & Above,Male,Sourcing,1,39,3,3,No,53,Average
19321,Sales & Marketing,Region_2,Bachelors,Male,Referred,1,30,3,5,No,50,Average
23209,Finance,Region_30,Bachelors,Female,Other,1,26,3,1,No,56,Average
74618,Technology,Region_7,Bachelors,Male,Sourcing,1,38,2,9,No,81,Poor
76823,Operations,Region_7,Bachelors,Male,Sourcing,1,30,5,5,No,62,Excellent
18507,Sales & Marketing,Region_27,Bachelors,Female,Other,1,30,3,5,No,47,Average
64489,Procurement,Region_13,Bachelors,Female,Other,1,32,4,3,No,72,Excellent
36605,Technology,Region_26,Masters & Above,Female,Other,1,32,4,9,No,83,Excellent
60156,Analytics,Region_25,Masters & Above,Male,Sourcing,1,38,4,5,No,84,Excellent
17772,Technology,Region_2,Bachelors,Male,Referred,2,29,4,5,No,79,Excellent
21804,Analytics,Region_2,Bachelors,Male,Sourcing,2,32,4,6,No,85,Excellent
70511,Sales & Marketing,Region_7,Masters & Above,Male,Sourcing,1,33,2,6,No,50,Poor
57126,Procurement,Region_8,Bachelors,Male,Other,1,32,3,6,No,69,Average
24903,Operations,Region_2,Masters & Above,Male,Other,1,60,1,16,No,60,Poor
9181,Finance,Region_31,Bachelors,Female,Other,2,31,5,6,No,64,Excellent
19592,Operations,Region_28,Masters & Above,Male,Other,1,32,3,6,No,63,Average
13396,Technology,Region_14,Masters & Above,Male,Other,1,33,3,3,No,78,Average
48061,Sales & Marketing,Region_31,Bachelors,Female,Sourcing,1,34,3,6,No,48,Average
54173,Procurement,Region_27,Masters & Above,Female,Sourcing,1,38,5,8,No,68,Excellent
51368,Analytics,Region_7,Bachelors,Male,Sourcing,1,36,4,8,No,81,Excellent
56683,Sales & Marketing,Region_1,Masters & Above,Male,Other,1,44,3,5,No,47,Average
2479,Technology,Region_29,Bachelors,Male,Other,1,38,4,7,No,80,Excellent
64000,Sales & Marketing,Region_7,Bachelors,Female,Sourcing,2,27,4,5,No,49,Excellent
21897,Sales & Marketing,Region_16,Masters & Above,Female,Sourcing,1,34,1,10,No,52,Poor
1641,R&D,Region_22,Bachelors,Male,Other,1,32,3,5,No,87,Average
64158,Operations,Region_19,Masters & Above,Male,Other,1,39,4,5,No,61,Excellent
24352,Procurement,Region_22,Bachelors,Male,Other,3,28,1,2,No,68,Poor
37562,Analytics,Region_34,Bachelors,Male,Sourcing,1,33,4,3,No,83,Excellent
49241,Operations,Region_16,Bachelors,Male,Sourcing,2,50,5,20,No,59,Excellent
26996,Sales & Marketing,Region_25,Bachelors,Male,Other,1,34,3,6,No,54,Average
1819,Operations,Region_26,Bachelors,Male,Other,1,31,5,4,No,56,Excellent
41979,Operations,Region_15,Masters & Above,Female,Other,1,38,3,9,No,60,Average
14430,Sales & Marketing,Region_34,Bachelors,Male,Sourcing,1,32,3,5,Yes,53,Average
19256,Analytics,Region_2,Masters & Above,Male,Sourcing,1,43,4,10,No,86,Excellent
9740,Sales & Marketing,Region_22,Bachelors,Male,Other,1,29,5,7,No,49,Excellent
6713,Technology,Region_17,Bachelors,Female,Sourcing,1,29,4,4,No,83,Excellent
73669,Procurement,Region_22,Masters & Above,Male,Sourcing,1,33,4,4,No,68,Excellent
40673,Analytics,Region_28,Bachelors,Male,Sourcing,1,31,5,7,No,89,Excellent
38982,Sales & Marketing,Region_7,Masters & Above,Male,Referred,1,36,5,5,No,48,Excellent
60443,Sales & Marketing,Region_22,Bachelors,Male,Sourcing,1,45,3,18,No,48,Average
25800,Analytics,Region_29,Bachelors,Male,Other,2,30,4,9,No,79,Excellent
47594,Operations,Region_20,Bachelors,Female,Other,1,29,5,3,No,61,Excellent
74052,Sales & Marketing,Region_11,Bachelors,Male,Sourcing,1,53,5,16,No,46,Excellent
5635,Operations,Region_20,Bachelors,Female,Sourcing,1,38,5,10,No,54,Excellent
21861,Legal,Region_31,Bachelors,Male,Sourcing,1,31,3,2,No,58,Average
71445,Sales & Marketing,Region_2,Bachelors,Female,Other,1,48,1,2,No,49,Poor
77923,Procurement,Region_21,Bachelors,Female,Other,1,28,3,1,No,72,Average
2698,Procurement,Region_22,Masters & Above,Female,Sourcing,1,30,3,6,No,75,Average
10421,Hr,Region_25,Masters & Above,Female,Other,1,36,4,8,No,53,Excellent
47024,Procurement,Region_2,Masters & Above,Male,Other,1,46,4,18,No,70,Excellent
11099,Procurement,Region_22,Bachelors,Male,Referred,1,30,2,7,No,72,Poor
31686,Technology,Region_2,Bachelors,Female,Other,1,30,4,4,Yes,76,Excellent
69605,Technology,Region_26,Bachelors,Female,Other,1,35,1,4,No,78,Poor
58570,Procurement,Region_2,Masters & Above,Female,Other,1,31,4,10,No,71,Excellent
44970,Technology,Region_2,Bachelors,Male,Other,1,48,4,20,No,82,Excellent
59252,Sales & Marketing,Region_2,Bachelors,Male,Referred,1,30,5,5,No,51,Excellent
57643,Technology,Region_15,Bachelors,Male,Sourcing,1,37,3,10,No,79,Average
34240,Sales & Marketing,Region_9,Bachelors,Male,Sourcing,1,33,3,9,No,46,Average
41974,Finance,Region_7,Masters & Above,Male,Sourcing,3,34,4,7,No,61,Excellent
40199,Sales & Marketing,Region_22,Bachelors,Male,Other,1,32,3,8,No,47,Average
74211,Sales & Marketing,Region_9,Bachelors,Male,Other,3,27,1,2,No,49,Poor
27298,Sales & Marketing,Region_34,Bachelors,Male,Other,1,26,3,3,No,52,Average
13040,Technology,Region_2,Bachelors,Male,Other,1,60,2,8,No,76,Poor
14415,Operations,Region_16,Bachelors,Female,Sourcing,1,33,5,9,No,61,Excellent
3109,Operations,Region_7,Masters & Above,Male,Sourcing,1,41,5,15,No,60,Excellent
21564,Analytics,Region_22,Bachelors,Male,Sourcing,1,32,3,6,No,80,Average
27310,Procurement,Region_8,Bachelors,Male,Other,1,38,3,10,No,68,Average
25661,Sales & Marketing,Region_22,Bachelors,Female,Sourcing,1,33,1,6,No,53,Poor
41367,Sales & Marketing,Region_7,Masters & Above,Male,Sourcing,2,37,5,7,No,49,Excellent
33717,Operations,Region_4,Masters & Above,Male,Sourcing,1,30,5,5,No,61,Excellent
52867,Sales & Marketing,Region_34,Bachelors,Male,Other,1,29,1,3,No,47,Poor
23564,Sales & Marketing,Region_30,Bachelors,Male,Other,1,47,3,20,No,53,Average
16516,Technology,Region_22,Bachelors,Male,Sourcing,2,28,4,2,No,80,Excellent
70415,Sales & Marketing,Region_12,Masters & Above,Male,Sourcing,1,35,3,6,No,49,Average
44241,Procurement,Region_2,Bachelors,Female,Other,1,40,1,14,No,69,Poor
76463,Sales & Marketing,Region_9,Masters & Above,Male,Sourcing,2,30,3,2,No,52,Average
27566,Sales & Marketing,Region_24,Bachelors,Male,Sourcing,1,31,3,3,No,56,Average
56150,Procurement,Region_26,Bachelors,Female,Sourcing,1,39,4,10,No,70,Excellent
24885,Analytics,Region_2,Bachelors,Male,Other,1,36,5,9,No,85,Excellent
21613,Operations,Region_15,Masters & Above,Male,Other,1,44,3,4,No,60,Average
30190,Technology,Region_7,Masters & Above,Male,Other,1,38,5,9,No,90,Excellent
12090,Procurement,Region_17,Masters & Above,Male,Other,2,44,1,3,No,74,Poor
12496,Hr,Region_2,Masters & Above,Female,Other,1,44,3,5,No,51,Average
12556,Sales & Marketing,Region_2,Bachelors,Male,Sourcing,2,47,3,2,No,51,Average
7182,Hr,Region_28,Masters & Above,Female,Sourcing,1,30,5,5,No,59,Excellent
71861,Operations,Region_2,Bachelors,Female,Other,1,30,2,6,No,56,Poor
65479,Procurement,Region_30,Bachelors,Male,Other,1,29,2,4,No,68,Poor
15270,Sales & Marketing,Region_25,Masters & Above,Female,Sourcing,1,36,5,3,No,50,Excellent
43083,Operations,Region_7,Bachelors,Female,Other,1,25,3,1,No,52,Average
22374,Analytics,Region_22,Bachelors,Male,Other,2,29,1,3,No,88,Poor
227,Analytics,Region_23,Bachelors,Male,Sourcing,1,34,4,3,No,84,Excellent
19936,Procurement,Region_2,Bachelors,Male,Other,2,36,2,8,No,66,Poor
36229,Sales & Marketing,Region_7,Bachelors,Male,Sourcing,1,31,3,2,No,45,Average
30495,Sales & Marketing,Region_17,Bachelors,Male,Sourcing,2,31,4,6,No,52,Excellent
13883,Technology,Region_2,Bachelors,Male,Sourcing,1,46,4,6,No,81,Excellent
27368,Sales & Marketing,Region_1,Masters & Above,Male,Sourcing,1,39,1,4,No,49,Poor
21943,Operations,Region_27,Masters & Above,Female,Sourcing,1,35,4,7,No,63,Excellent
9602,Analytics,Region_15,Masters & Above,Male,Other,3,31,3,3,No,87,Average
51347,Sales & Marketing,Region_20,Masters & Above,Male,Sourcing,1,31,3,7,No,52,Average
74084,Operations,Region_2,Masters & Above,Male,Other,1,59,5,7,No,64,Excellent
56747,Sales & Marketing,Region_2,Bachelors,Male,Other,3,30,1,5,No,48,Poor
7611,Procurement,Region_2,Masters & Above,Male,Sourcing,2,45,1,12,No,69,Poor
17618,Hr,Region_13,Bachelors,Male,Other,1,30,5,4,No,54,Excellent
30119,Sales & Marketing,Region_6,Bachelors,Female,Other,1,30,1,6,No,45,Poor
66542,Operations,Region_26,Bachelors,Female,Other,1,34,5,6,No,61,Excellent
22569,Operations,Region_22,Below Secondary,Female,Other,1,26,5,5,No,59,Excellent
44133,Sales & Marketing,Region_31,Bachelors,Male,Other,2,38,4,11,No,53,Excellent
21079,Sales & Marketing,Region_27,Bachelors,Male,Sourcing,2,28,3,2,No,46,Average
57185,Technology,Region_22,Bachelors,Male,Sourcing,1,26,3,1,No,83,Average
61236,Sales & Marketing,Region_9,Masters & Above,Female,Sourcing,1,28,1,4,Yes,45,Poor
62019,Operations,Region_7,Masters & Above,Male,Other,1,35,4,3,No,58,Excellent
48358,Operations,Region_30,Bachelors,Male,Other,1,30,1,3,No,57,Poor
69364,Legal,Region_2,Bachelors,Male,Sourcing,1,55,1,14,No,59,Poor
9050,Procurement,Region_8,Masters & Above,Male,Other,1,32,1,7,No,74,Poor
25638,Operations,Region_2,Bachelors,Male,Sourcing,1,34,3,7,No,59,Average
39551,Operations,Region_2,Masters & Above,Female,Sourcing,2,35,4,6,No,65,Excellent
42279,Sales & Marketing,Region_31,Bachelors,Male,Sourcing,1,33,1,3,No,50,Poor
42760,Technology,Region_33,Bachelors,Male,Other,1,46,3,16,No,76,Average
39503,Analytics,Region_22,Masters & Above,Female,Other,2,30,3,1,No,86,Average
6694,Operations,Region_15,Bachelors,Female,Sourcing,1,39,3,8,Yes,97,Average
19634,Technology,Region_2,Masters & Above,Male,Other,1,35,4,4,No,77,Excellent
46328,Sales & Marketing,Region_7,Masters & Above,Female,Sourcing,1,43,3,15,No,47,Average
40140,Technology,Region_2,Bachelors,Male,Other,1,38,2,12,No,79,Poor
62189,Operations,Region_6,Bachelors,Female,Sourcing,1,33,4,7,No,57,Excellent
53330,Sales & Marketing,Region_34,Bachelors,Male,Sourcing,1,30,3,5,No,49,Average
53998,Sales & Marketing,Region_13,Masters & Above,Male,Other,1,39,4,14,No,53,Excellent
72083,Operations,Region_15,Bachelors,Female,Other,1,33,5,9,No,97,Excellent
43341,Operations,Region_13,Bachelors,Male,Sourcing,1,30,5,2,No,61,Excellent
18539,Sales & Marketing,Region_13,Bachelors,Male,Other,1,42,1,5,No,53,Poor
35066,Analytics,Region_28,Masters & Above,Male,Other,1,32,3,2,No,81,Average
39240,Hr,Region_13,Bachelors,Female,Other,1,25,1,2,No,52,Poor
11178,Technology,Region_13,Bachelors,Female,Sourcing,1,27,2,2,No,84,Poor
74675,Sales & Marketing,Region_1,Bachelors,Male,Other,1,29,5,6,No,49,Excellent
23001,Hr,Region_2,Bachelors,Female,Sourcing,1,52,3,18,No,49,Average
46395,Analytics,Region_22,Masters & Above,Male,Other,1,32,2,6,No,91,Poor
12726,Sales & Marketing,Region_31,Bachelors,Male,Other,2,32,1,4,No,48,Poor
1501,Technology,Region_27,Below Secondary,Male,Sourcing,1,25,3,4,No,79,Average
12925,Procurement,Region_4,Masters & Above,Male,Sourcing,1,34,4,3,No,63,Excellent
14578,Procurement,Region_2,Masters & Above,Male,Sourcing,2,34,5,2,No,68,Excellent
61547,Operations,Region_2,Bachelors,Female,Sourcing,1,38,3,13,No,51,Average
7742,Operations,Region_2,Masters & Above,Male,Sourcing,2,53,4,7,No,58,Excellent
65812,Procurement,Region_2,Bachelors,Female,Other,1,26,3,4,No,72,Average
22164,Sales & Marketing,Region_2,Bachelors,Female,Sourcing,2,28,4,7,No,54,Excellent
17643,Sales & Marketing,Region_2,Bachelors,Male,Other,1,30,4,4,No,52,Excellent
45113,Procurement,Region_2,Bachelors,Female,Other,1,55,3,5,No,72,Average
27176,Technology,Region_26,Bachelors,Male,Other,2,34,4,3,No,80,Excellent
57001,Operations,Region_26,Bachelors,Female,Sourcing,1,31,5,7,No,56,Excellent
2411,Sales & Marketing,Region_7,Masters & Above,Female,Other,1,39,5,7,No,47,Excellent
27916,Sales & Marketing,Region_7,Masters & Above,Male,Other,1,53,3,6,No,99,Average
15608,Sales & Marketing,Region_2,Bachelors,Male,Other,1,54,3,4,No,54,Average
28217,Finance,Region_2,Bachelors,Female,Other,2,27,3,3,No,62,Average
33269,Operations,Region_2,Below Secondary,Female,Sourcing,1,23,3,2,No,60,Average
42106,Sales & Marketing,Region_28,Masters & Above,Male,Sourcing,1,37,2,10,No,55,Poor
58070,Analytics,Region_22,Bachelors,Female,Other,2,27,3,1,No,84,Average
52165,Hr,Region_22,Masters & Above,Male,Other,1,40,3,11,No,50,Average
68215,Procurement,Region_2,Bachelors,Female,Sourcing,1,23,3,1,No,68,Average
42180,Analytics,Region_7,Bachelors,Male,Sourcing,1,30,5,5,No,83,Excellent
72306,Sales & Marketing,Region_7,Masters & Above,Male,Sourcing,1,53,1,19,No,48,Poor
18766,Technology,Region_10,Masters & Above,Male,Other,2,32,3,4,Yes,77,Average
6429,Operations,Region_28,Bachelors,Male,Other,1,31,5,5,No,59,Excellent
63471,Finance,Region_26,Bachelors,Male,Other,1,38,3,4,No,59,Average
50147,Technology,Region_2,Masters & Above,Male,Sourcing,1,38,4,3,No,80,Excellent
52043,Sales & Marketing,Region_11,Bachelors,Male,Other,2,31,1,4,No,49,Poor
20235,Operations,Region_2,Bachelors,Female,Other,1,26,5,2,No,57,Excellent
22147,Finance,Region_13,Bachelors,Male,Sourcing,1,31,3,8,No,56,Average
25778,Technology,Region_24,Masters & Above,Female,Other,1,36,4,3,No,75,Excellent
68446,Operations,Region_11,Bachelors,Male,Sourcing,1,31,5,3,No,58,Excellent
44513,Procurement,Region_13,Masters & Above,Male,Sourcing,1,32,3,6,No,70,Average
48248,Technology,Region_25,Masters & Above,Female,Other,1,33,4,3,Yes,79,Excellent
11497,Procurement,Region_23,Masters & Above,Female,Sourcing,1,37,4,4,No,71,Excellent
18156,Procurement,Region_4,Masters & Above,Male,Other,1,41,5,9,No,71,Excellent
72089,Sales & Marketing,Region_31,Bachelors,Male,Sourcing,2,26,3,3,No,45,Average
14488,Analytics,Region_26,Bachelors,Male,Other,2,33,3,6,No,84,Average
27751,Sales & Marketing,Region_2,Bachelors,Female,Sourcing,1,53,4,13,No,45,Excellent
42291,Technology,Region_2,Masters & Above,Female,Other,1,55,1,17,No,77,Poor
76966,Procurement,Region_22,Bachelors,Male,Sourcing,1,32,2,6,No,70,Poor
17388,Operations,Region_8,Bachelors,Female,Other,1,32,2,7,No,57,Poor
60917,Procurement,Region_2,Masters & Above,Female,Referred,1,37,3,7,No,69,Average
11124,Operations,Region_15,Bachelors,Female,Sourcing,1,36,2,10,No,62,Poor
47248,Sales & Marketing,Region_25,Bachelors,Female,Other,1,28,3,2,No,87,Average
77916,Technology,Region_2,Bachelors,Male,Sourcing,1,26,2,2,No,79,Poor
64508,Technology,Region_2,Masters & Above,Male,Other,1,44,3,13,No,80,Average
1636,Sales & Marketing,Region_30,Bachelors,Male,Other,1,24,3,1,No,50,Average
18753,Sales & Marketing,Region_26,Bachelors,Male,Other,4,35,3,6,No,51,Average
71408,Sales & Marketing,Region_30,Bachelors,Female,Other,1,34,2,5,No,45,Poor
62449,Hr,Region_26,Bachelors,Female,Other,1,29,2,5,No,50,Poor
28942,Operations,Region_31,Bachelors,Female,Other,1,31,3,4,No,62,Average
49100,Hr,Region_32,Bachelors,Female,Other,1,30,3,6,No,54,Average
42954,Procurement,Region_22,Bachelors,Male,Other,7,31,3,4,No,69,Average
40593,Procurement,Region_2,Masters & Above,Female,Sourcing,1,50,4,15,No,70,Excellent
77168,Analytics,Region_2,Masters & Above,Male,Other,1,53,3,17,No,81,Average
9257,Finance,Region_19,Bachelors,Male,Sourcing,2,31,4,8,No,60,Excellent
68,Operations,Region_2,Masters & Above,Female,Sourcing,1,43,5,15,No,67,Excellent
28227,Analytics,Region_7,Bachelors,Male,Other,1,41,5,11,No,84,Excellent
49279,Operations,Region_2,Below Secondary,Female,Sourcing,1,26,4,3,No,60,Excellent
62187,Operations,Region_15,Bachelors,Male,Sourcing,2,32,3,5,No,60,Average
54750,Analytics,Region_13,Bachelors,Male,Other,2,32,3,5,No,77,Average
54521,Hr,Region_13,Bachelors,Male,Other,2,25,3,1,No,49,Average
56210,Operations,Region_16,Bachelors,Female,Other,1,33,3,5,No,59,Average
44723,Sales & Marketing,Region_13,Masters & Above,Male,Sourcing,1,42,5,5,No,46,Excellent
52754,Procurement,Region_26,Bachelors,Female,Sourcing,2,26,3,4,No,71,Average
50014,Technology,Region_14,Masters & Above,Male,Sourcing,1,44,3,6,No,81,Average
30375,Finance,Region_13,Bachelors,Male,Sourcing,1,31,1,3,No,69,Poor
15177,Sales & Marketing,Region_6,Bachelors,Female,Other,1,39,4,2,No,52,Excellent
53731,Operations,Region_7,Bachelors,Male,Other,2,42,4,6,No,58,Excellent
56053,Analytics,Region_22,Bachelors,Male,Other,1,27,2,3,No,84,Poor
67928,Finance,Region_19,Bachelors,Male,Sourcing,1,34,5,12,No,59,Excellent
47829,Operations,Region_2,Bachelors,Female,Sourcing,1,39,3,6,No,62,Average
23630,Analytics,Region_21,Bachelors,Male,Other,1,32,3,4,No,86,Average
24377,Sales & Marketing,Region_13,Bachelors,Female,Sourcing,1,36,5,7,No,51,Excellent
50159,R&D,Region_22,Bachelors,Male,Sourcing,1,30,3,1,No,87,Average
75439,Finance,Region_2,Bachelors,Male,Other,1,35,5,7,No,58,Excellent
25134,Sales & Marketing,Region_1,Masters & Above,Male,Other,1,44,5,5,No,54,Excellent
65401,Operations,Region_7,Bachelors,Male,Other,1,55,5,7,No,59,Excellent
61584,Analytics,Region_2,Bachelors,Male,Sourcing,1,31,5,5,No,81,Excellent
22899,Procurement,Region_27,Bachelors,Male,Sourcing,1,31,5,7,No,71,Excellent
47341,Sales & Marketing,Region_28,Bachelors,Male,Sourcing,2,36,1,3,No,49,Poor
12777,Sales & Marketing,Region_7,Bachelors,Male,Sourcing,1,43,5,3,No,54,Excellent
73808,Operations,Region_7,Bachelors,Male,Other,1,37,5,9,No,57,Excellent
45782,Analytics,Region_4,Masters & Above,Male,Sourcing,1,41,3,1,No,83,Average
65992,Sales & Marketing,Region_20,Bachelors,Male,Other,1,34,4,10,No,65,Excellent
26481,Finance,Region_7,Bachelors,Male,Sourcing,1,32,5,5,No,60,Excellent
10334,Operations,Region_12,Bachelors,Male,Sourcing,1,30,3,2,No,60,Average
16565,Analytics,Region_22,Bachelors,Male,Other,4,25,4,3,No,82,Excellent
5011,Sales & Marketing,Region_27,Bachelors,Male,Other,1,30,3,1,No,47,Average
22665,Technology,Region_29,Bachelors,Male,Sourcing,1,25,4,2,No,80,Excellent
45703,Operations,Region_4,Bachelors,Female,Other,1,40,3,7,No,56,Average
71936,Sales & Marketing,Region_22,Bachelors,Female,Other,2,36,3,4,No,49,Average
46544,Sales & Marketing,Region_27,Bachelors,Male,Other,2,24,4,2,No,47,Excellent
57809,Analytics,Region_3,Bachelors,Male,Sourcing,1,30,1,5,No,87,Poor
51174,Procurement,Region_2,Bachelors,Female,Referred,1,33,5,6,No,70,Excellent
1775,Technology,Region_2,Masters & Above,Female,Sourcing,1,58,3,2,No,83,Average
46627,Sales & Marketing,Region_22,Bachelors,Male,Other,4,27,5,3,No,48,Excellent
66256,Sales & Marketing,Region_1,Masters & Above,Male,Sourcing,2,30,3,3,No,45,Average
3534,Procurement,Region_2,Masters & Above,Male,Other,1,51,5,9,No,75,Excellent
68596,Sales & Marketing,Region_23,Bachelors,Male,Other,1,34,5,3,No,48,Excellent
33176,Sales & Marketing,Region_32,Bachelors,Male,Sourcing,1,27,5,2,No,50,Excellent
59179,Sales & Marketing,Region_22,Bachelors,Male,Other,4,25,4,3,No,48,Excellent
7848,Sales & Marketing,Region_6,Bachelors,Male,Other,1,27,2,2,No,52,Poor
19219,Operations,Region_26,Bachelors,Male,Sourcing,1,28,1,4,No,63,Poor
52406,Finance,Region_26,Bachelors,Female,Other,1,25,3,2,No,58,Average
71750,Hr,Region_7,Masters & Above,Male,Other,1,42,3,6,No,46,Average
45876,Operations,Region_26,Bachelors,Male,Other,1,41,4,8,No,60,Excellent
65930,Operations,Region_29,Bachelors,Male,Other,1,27,3,4,No,55,Average
870,Sales & Marketing,Region_10,Masters & Above,Male,Other,2,37,1,6,No,52,Poor
37555,Technology,Region_7,Bachelors,Male,Other,1,40,1,9,No,81,Poor
11556,Operations,Region_4,Bachelors,Male,Other,1,34,4,9,No,57,Excellent
10521,Operations,Region_2,Bachelors,Female,Other,1,57,5,18,No,59,Excellent
69971,Technology,Region_25,Bachelors,Female,Sourcing,2,30,1,2,No,79,Poor
38299,Hr,Region_2,Bachelors,Female,Sourcing,1,31,2,3,No,45,Poor
66156,Procurement,Region_22,Bachelors,Male,Other,2,37,3,5,No,69,Average
59769,Technology,Region_2,Bachelors,Male,Other,3,31,2,3,No,78,Poor
61842,Analytics,Region_7,Masters & Above,Male,Other,2,32,3,6,No,81,Average
25857,Procurement,Region_2,Bachelors,Male,Sourcing,1,40,3,12,No,68,Average
62730,Operations,Region_2,Bachelors,Male,Sourcing,1,31,2,3,No,59,Poor
21245,Procurement,Region_22,Masters & Above,Male,Sourcing,1,46,3,18,No,70,Average
46231,Procurement,Region_28,Masters & Above,Female,Sourcing,3,33,3,4,No,69,Average
72117,Operations,Region_16,Bachelors,Female,Sourcing,1,33,3,5,No,57,Average
54297,Operations,Region_15,Bachelors,Male,Other,1,47,3,19,No,60,Average
21114,Legal,Region_7,Below Secondary,Male,Sourcing,1,26,3,1,No,58,Average
5397,Procurement,Region_23,Bachelors,Male,Sourcing,1,33,2,9,No,71,Poor
16255,Technology,Region_5,Bachelors,Male,Sourcing,1,42,2,11,No,80,Poor
19151,Sales & Marketing,Region_4,Bachelors,Male,Other,1,35,2,5,No,52,Poor
53795,Analytics,Region_22,Masters & Above,Male,Other,1,39,5,5,No,88,Excellent
66144,Procurement,Region_2,Bachelors,Male,Other,1,28,4,5,No,68,Excellent
6460,Sales & Marketing,Region_7,Bachelors,Male,Sourcing,1,36,5,5,No,50,Excellent
12406,Technology,Region_13,Bachelors,Male,Sourcing,1,38,5,9,No,77,Excellent
8940,Procurement,Region_2,Bachelors,Male,Other,1,37,5,10,No,68,Excellent
40811,Operations,Region_8,Bachelors,Male,Sourcing,1,31,5,5,No,63,Excellent
23340,Legal,Region_13,Bachelors,Male,Sourcing,1,33,3,6,No,59,Average
11328,Procurement,Region_15,Masters & Above,Male,Other,1,41,4,2,No,78,Excellent
13378,R&D,Region_2,Bachelors,Male,Sourcing,1,43,4,3,No,87,Excellent
65727,Sales & Marketing,Region_5,Masters & Above,Male,Other,1,36,1,4,No,49,Poor
56943,Technology,Region_2,Masters & Above,Male,Other,2,30,4,5,No,79,Excellent
63673,Sales & Marketing,Region_2,Bachelors,Male,Other,1,36,2,7,No,47,Poor
1698,Operations,Region_15,Bachelors,Male,Other,2,32,4,3,No,60,Excellent
30509,Hr,Region_6,Bachelors,Female,Other,1,24,3,1,No,48,Average
13347,Sales & Marketing,Region_33,Masters & Above,Male,Other,2,39,3,3,No,48,Average
22911,Technology,Region_7,Bachelors,Male,Sourcing,1,28,3,1,No,83,Average
6145,Sales & Marketing,Region_7,Bachelors,Male,Other,2,34,1,3,No,52,Poor
46205,Operations,Region_22,Below Secondary,Female,Other,1,24,5,2,No,60,Excellent
68045,Procurement,Region_19,Bachelors,Male,Other,1,39,4,3,No,70,Excellent
13375,Operations,Region_23,Masters & Above,Male,Other,3,39,3,7,No,62,Average
70316,Legal,Region_2,Bachelors,Male,Sourcing,1,59,4,12,No,60,Excellent
42191,Operations,Region_22,Bachelors,Female,Other,1,26,4,3,No,59,Excellent
68198,Sales & Marketing,Region_7,Bachelors,Male,Sourcing,2,32,5,8,No,49,Excellent
21813,Sales & Marketing,Region_3,Bachelors,Male,Sourcing,1,40,1,2,No,53,Poor
22941,Sales & Marketing,Region_29,Bachelors,Male,Other,1,34,3,5,No,53,Average
61436,Operations,Region_28,Bachelors,Male,Other,1,34,4,6,No,57,Excellent
30939,Sales & Marketing,Region_30,Bachelors,Male,Sourcing,2,38,3,10,No,51,Average
